-0.5339,0.1822,1.8621,0.3594,-43.888,0
-0.5201,0.1696,1.8654,0.3372,-42.2879,0
-0.5059,0.1575,1.8686,0.3128,-40.6935,0
-0.4914,0.1456,1.8714,0.2859,-39.1039,0
-0.4766,0.1343,1.8653,-0.6182,-37.5229,0
-0.4618,0.1235,1.8321,-3.3112,-35.9644,0
-0.447,0.1134,1.7971,-3.5012,-34.4393,0
-0.4322,0.1038,1.7621,-3.5,-32.9483,0
-0.4174,0.0948,1.7271,-3.5,-31.4898,0
-0.4028,0.0863,1.6921,-3.5,-30.0633,0
-0.3883,0.0783,1.6571,-3.4987,-28.6673,0
-0.3738,0.0709,1.6221,-3.5015,-27.302,0
-0.3596,0.0639,1.5871,-3.4987,-25.9668,0
-0.3455,0.0575,1.5521,-3.5018,-24.6613,0
-0.3315,0.0515,1.5171,-3.4989,-23.3852,0
-0.3178,0.0459,1.4821,-3.5005,-22.1377,0
-0.3043,0.0407,1.4471,-3.4989,-20.9186,0
-0.291,0.0359,1.4121,-3.5006,-19.7278,0
-0.278,0.0315,1.3771,-3.5008,-18.5657,0
-0.2651,0.0275,1.3421,-3.4992,-17.4318,0
-0.2526,0.0239,1.3071,-3.501,-16.3261,0
-0.2403,0.0205,1.2721,-3.4975,-15.2481,0
-0.2283,0.0175,1.2371,-3.5032,-14.1985,0
-0.2166,0.0147,1.2021,-3.4976,-13.1773,0
-0.2052,0.0123,1.1671,-3.5017,-12.1842,0
-0.1941,0.0101,1.1321,-3.4977,-11.2193,0
-0.1833,0.0081,1.0971,-3.5021,-10.2827,0
-0.1728,0.0064,1.0621,-3.5002,-9.3754,0
-0.1627,0.0049,1.0271,-3.4981,-8.4963,0
-0.1528,0.0035,0.9921,-3.5005,-7.6456,0
-0.1433,0.0024,0.9571,-3.5008,-6.8241,0
-0.1342,0.0014,0.9221,-3.5012,-6.032,0
-0.1253,0.0006,0.8871,-3.4988,-5.269,0
-0.1169,-0.0001,0.8521,-3.4989,-4.5346,0
-0.1087,-0.0006,0.8171,-3.4991,-3.8291,0
-0.1009,-0.001,0.7821,-3.5024,-3.1532,0
-0.0934,-0.0014,0.7471,-3.4998,-2.5072,0
-0.0863,-0.0016,0.7121,-3.5001,-1.8905,0
-0.0795,-0.0017,0.6771,-3.5005,-1.3035,0
-0.0731,-0.0018,0.6421,-3.497,-0.7455,0
-0.067,-0.0019,0.6071,-3.501,-0.2169,0
-0.0613,-0.0018,0.5721,-3.5016,0.2817,0
-0.056,-0.0018,0.5371,-3.5023,0.7502,0
-0.0509,-0.0017,0.5021,-3.4982,1.1891,0
-0.0463,-0.0015,0.4671,-3.4982,1.5987,0
-0.0419,-0.0014,0.4321,-3.4982,1.9791,0
-0.038,-0.0012,0.3971,-3.5047,2.3296,0
-0.0344,-0.001,0.3621,-3.4995,2.65,0
-0.0311,-0.0009,0.3271,-3.4919,2.9414,0
-0.0282,-0.0007,0.292,-3.5073,3.2033,0
-0.0256,-0.0006,0.257,-3.5007,3.435,0
-0.0234,-0.0004,0.2221,-3.5017,3.637,0
-0.0215,-0.0003,0.187,-3.4888,3.8099,0
-0.02,-0.0002,0.152,-3.5174,3.953,0
-0.0188,-0.0001,0.117,-3.4866,4.0663,0
-0.018,0,0.082,-3.5039,4.1505,0
-0.0175,0,0.0463,-3.4361,4.2054,0
