0,0,0,0.0003,0.0001
0.0004,0.0311,3,0.0029,0.0009
0.0012,0.0805,4.9594,0.0109,0.0029
0.0025,0.1323,5.3198,0.0258,0.0061
0.0043,0.1841,5.1683,0.0481,0.0107
0.0067,0.2367,5.2581,0.0782,0.0166
0.0096,0.2891,5.2551,0.1158,0.0238
0.013,0.3415,5.254,0.1609,0.0323
0.0169,0.394,5.2288,0.2137,0.0422
0.0213,0.4465,5.2816,0.2741,0.0533
0.0264,0.499,5.2136,0.3423,0.0659
0.0319,0.5515,5.279,0.4183,0.0797
0.0379,0.6039,5.2398,0.5019,0.0949
0.0445,0.6564,5.2435,0.5936,0.1115
0.0515,0.7089,5.2603,0.6933,0.1294
0.0592,0.7613,5.2463,0.8009,0.1487
0.0673,0.8138,5.2484,0.9167,0.1694
0.076,0.8663,5.25,1.0408,0.1915
0.0851,0.9188,5.2513,1.1732,0.215
0.0949,0.9713,5.2422,1.3143,0.24
0.1051,1.0238,5.2642,1.4637,0.2663
0.1159,1.0763,5.2358,1.6218,0.2942
0.1272,1.1289,5.2567,1.7889,0.3235
0.139,1.1814,5.2488,1.9647,0.3543
0.1513,1.2339,5.2504,2.1496,0.3866
0.1642,1.2863,5.2517,2.3435,0.4204
0.1776,1.3388,5.2456,2.5469,0.4558
0.1915,1.3913,5.2545,2.7596,0.4927
0.2059,1.4438,5.2486,2.9817,0.5312
0.2209,1.4963,5.2502,3.2136,0.5713
0.2363,1.5488,5.2515,3.4552,0.613
0.2523,1.6012,5.2468,3.7067,0.6564
0.2689,1.6538,5.2485,3.9685,0.7015
0.286,1.7063,5.25,4.2405,0.7483
0.3035,1.7588,5.2567,4.5224,0.7967
0.3217,1.8113,5.242,4.8147,0.847
0.3403,1.8638,5.254,5.1176,0.899
0.3595,1.9163,5.2502,5.4307,0.9528
0.3792,1.9688,5.2468,5.7545,1.0085
0.3994,2.0213,5.2529,6.0888,1.066
0.4201,2.0738,5.2496,6.4335,1.1254
0.4413,2.1263,5.2509,6.7886,1.1867
0.4631,2.1788,5.248,7.1541,1.25
0.4855,2.2313,5.2494,7.5301,1.3153
0.5083,2.2838,5.2506,7.9162,1.3826
0.5317,2.3363,5.2517,8.312,1.4519
0.5555,2.3888,5.249,8.7173,1.5233
0.58,2.4413,5.2502,9.132,1.5968
0.6049,2.4938,5.2512,9.5555,1.6724
0.6303,2.5462,5.2488,9.9874,1.7502
0.6563,2.5987,5.2498,10.4272,1.8302
0.6829,2.6513,5.2475,10.8744,1.9125
0.7099,2.7038,5.2547,11.3278,1.9969
0.7375,2.7563,5.2461,11.7867,2.0837
0.7655,2.8088,5.2529,12.2503,2.1727
0.7942,2.8613,5.2476,12.7173,2.2641
0.8233,2.9138,5.2539,13.1864,2.3577
0.853,2.9662,5.2459,13.6565,2.4538
0.8831,3.0188,5.2519,14.1261,2.5522
0.9139,3.0713,5.2495,14.5935,2.653
0.9451,3.1238,5.2522,15.0567,2.7561
0.9769,3.1763,5.2472,15.5141,2.8617
1.0091,3.2288,5.2522,15.9636,2.9696
1.042,3.2813,5.2473,16.4031,3.08
1.0753,3.3338,5.2519,16.8302,3.1927
1.1091,3.3863,5.2515,17.2424,3.3077
1.1435,3.4388,5.2488,17.6372,3.4251
1.1784,3.4913,5.2505,18.0122,3.5448
1.2139,3.5437,5.2499,18.3647,3.6668
1.2498,3.5963,5.2492,18.692,3.7911
1.2863,3.6488,5.2505,18.9914,3.9176
1.3233,3.7013,5.2516,19.26,4.0462
1.3609,3.7538,5.2485,19.4953,4.177
1.3989,3.8063,5.2514,19.6947,4.3098
1.4375,3.8588,5.2501,19.8555,4.4446
1.4766,3.9113,5.2488,19.9756,4.5814
1.5163,3.9638,5.2512,20.0526,4.72
1.5563,3.9991,3.5277,20.0844,4.8598
1.5963,4,0.0951,20.0701,4.9994
1.6363,4,0.0002,20.0094,5.1389
1.6763,4,0.0002,19.9031,5.278
1.7163,4,0.0002,19.752,5.4167
1.7563,4,0.0002,19.5572,5.555
1.7963,4,0.0002,19.3199,5.6927
1.8363,4,0.0002,19.0418,5.8299
1.8763,4,0.0002,18.7246,5.9663
1.9163,4,0.0002,18.3702,6.102
1.9563,4,0.0002,17.9808,6.2368
1.9963,4,0.0002,17.5585,6.3708
2.0363,4,0.0002,17.1055,6.5038
2.0763,4,0.0002,16.6246,6.6357
2.1163,4,0.0002,16.1178,6.7667
2.1563,4,0.0002,15.5876,6.8965
2.1963,4,0.0002,15.0369,7.0251
2.2363,4,0.0002,14.468,7.1525
2.2763,4,0.0002,13.8831,7.2787
2.3163,4,0.0002,13.2849,7.4035
2.3563,4,0.0002,12.6756,7.5271
2.3963,4,0.0002,12.0572,7.6493
2.4363,4,0.0001,11.4322,7.7701
2.4763,4,0.0001,10.8025,7.8895
2.5163,4,0.0001,10.1698,8.0075
2.5563,4,0.0001,9.5362,8.124
2.5963,4,0.0001,8.9031,8.2391
2.6363,4,0.0001,8.2717,8.3528
2.6763,4,0.0001,7.6436,8.465
2.7163,4,0.0001,7.0204,8.5757
2.7563,4,0.0001,6.4028,8.685
2.7963,4,0.0001,5.7916,8.7929
2.8363,4.0001,0.0001,5.1878,8.8993
2.8762,3.9945,-0.5544,4.5926,9.0042
2.9157,3.9497,-4.4858,4.0101,9.1064
2.9547,3.8972,-5.2475,3.4439,9.206
2.9932,3.8447,-5.2491,2.8941,9.303
3.0311,3.7922,-5.2538,2.3613,9.3973
3.0685,3.7397,-5.2473,1.8453,9.4892
3.1054,3.6872,-5.249,1.3453,9.5787
3.1417,3.6347,-5.2539,0.8618,9.6657
3.1775,3.5822,-5.2468,0.3941,9.7505
3.2128,3.5297,-5.2517,-0.0581,9.833
3.2476,3.4772,-5.2505,-0.4951,9.9133
3.2818,3.4247,-5.2491,-0.9173,9.9915
3.3155,3.3718,-5.2848,-1.9461,9.7617
3.3487,3.3195,-5.2308,-2.9445,9.4911
3.3814,3.267,-5.2504,-3.9418,9.2176
3.4136,3.2145,-5.2478,-4.9902,8.9407
3.4452,3.162,-5.2515,-6.0924,8.6609
3.4763,3.1095,-5.2487,-7.2514,8.3777
3.5068,3.057,-5.2521,-8.47,8.0916
3.5369,3.0045,-5.2462,-9.752,7.8019
3.5664,2.952,-5.2521,-11.1005,7.5092
3.5954,2.8996,-5.2489,-12.5175,7.2132
3.6239,2.8471,-5.2484,-14.0068,6.9138
3.6518,2.7945,-5.2505,-15.5702,6.6116
3.6792,2.7421,-5.2494,-17.209,6.3063
3.7061,2.6895,-5.248,-18.9252,5.9981
3.7325,2.6377,-5.1845,-20.718,5.6876
3.7584,2.5892,-4.8539,-22.588,5.3741
3.7838,2.5445,-4.4675,-24.5371,5.0576
3.8089,2.5037,-4.0781,-26.5653,4.7378
3.8335,2.4668,-3.6922,-28.671,4.4151
3.8579,2.4338,-3.2978,-30.8533,4.0884
3.8819,2.4047,-2.9106,-33.1093,3.7584
3.9057,2.3796,-2.5156,-35.4335,3.4244
3.9293,2.3584,-2.1226,-37.8204,3.0868
3.9527,2.3411,-1.725,-40.2616,2.7453
3.976,2.3279,-1.3257,-42.7487,2.3998
3.9992,2.3186,-0.9229,-45.2709,2.0503
4.0223,2.3135,-0.5162,-47.816,1.6969
4.0454,2.3124,-0.1047,-50.3712,1.3395
4.0686,2.3155,0.3125,-52.9233,0.9781
4.0918,2.3229,0.7365,-55.4588,0.6128
4.1152,2.3346,1.1695,-57.9632,0.2439
4.1387,2.3507,1.6111,-60.4251,-0.1294
4.1624,2.3714,2.0668,-62.8347,-0.5069
4.1864,2.3968,2.538,-65.1819,-0.889
4.2106,2.4271,3.0319,-67.4568,-1.2754
4.2353,2.4625,3.5476,-69.6518,-1.6668
4.2603,2.5035,4.0955,-71.763,-2.0638
4.2858,2.5504,4.6848,-73.7869,-2.4671
4.3118,2.6021,5.1767,-75.7186,-2.8763
4.3384,2.6546,5.2483,-77.5537,-3.2921
4.3654,2.7071,5.2492,-79.289,-3.7141
4.393,2.7596,5.2505,-80.92,-4.1422
4.4212,2.8121,5.2502,-82.4441,-4.5761
4.4498,2.8646,5.2505,-83.86,-5.016
4.479,2.9171,5.2492,-85.1671,-5.4622
4.5087,2.9696,5.2504,-86.3651,-5.9146
4.5389,3.0221,5.25,-87.4535,-6.3736
4.5696,3.0746,5.2502,-88.4318,-6.8396
