0,0,0,91.1015,-90.0006
0.0004,0.0418,4.1538,91.0955,-90.0157
0.0016,0.1205,7.884,91.0734,-90.0588
0.0036,0.2002,8.001,91.0297,-90.1305
0.0064,0.2802,7.9819,90.9639,-90.2313
0.01,0.3602,8.0096,90.8755,-90.3606
0.0144,0.4402,7.9932,90.7642,-90.5191
0.0196,0.5202,8.0088,90.6296,-90.7062
0.0256,0.6001,7.9973,90.471,-90.9223
0.0324,0.6801,7.9913,90.2873,-91.1682
0.04,0.7601,8.0112,90.0778,-91.4426
0.0484,0.84,7.9958,89.8415,-91.7466
0.0576,0.92,7.9988,89.577,-92.0804
0.0676,1.0001,7.9951,89.2828,-92.4444
0.0784,1.0801,8.0092,88.9576,-92.8375
0.09,1.16,7.9942,88.5998,-93.2614
0.1024,1.24,8.0023,88.207,-93.7156
0.1156,1.32,7.9952,87.7772,-94.2011
0.1296,1.4,8.0069,87.3081,-94.7169
0.1444,1.48,7.9963,86.7971,-95.2646
0.16,1.56,7.9995,86.2407,-95.8442
0.1764,1.64,8.0023,85.6362,-96.4557
0.1936,1.72,7.9979,84.9796,-97.1002
0.2116,1.8,7.9978,84.2666,-97.7784
0.2304,1.88,8.0041,83.4931,-98.4896
0.25,1.96,7.9977,82.6544,-99.2355
0.2704,2.04,8.001,81.7445,-100.0162
0.2916,2.12,8.0011,80.758,-100.8321
0.3136,2.2,7.9988,79.6882,-101.6844
0.3364,2.28,7.9993,78.5276,-102.5737
0.36,2.36,7.9997,77.2689,-103.5005
0.3844,2.44,7.9999,75.9038,-104.4654
0.4096,2.52,8.0021,74.4242,-105.4683
0.4356,2.6,7.9994,72.8214,-106.5105
0.4624,2.68,7.9986,71.0855,-107.5924
0.49,2.76,8.0012,69.2082,-108.7135
0.5184,2.84,7.9988,67.1815,-109.8744
0.5476,2.92,8.0011,64.9986,-111.0739
0.5776,3,7.9999,62.6549,-112.3115
0.6079,3.0295,2.949,60.1699,-113.5648
0.6379,3.0006,-2.8938,57.5953,-114.8074
0.6677,2.9776,-2.2955,54.9661,-116.04
0.6973,2.9608,-1.6853,52.2939,-117.2619
0.7268,2.95,-1.0776,49.5906,-118.4743
0.7563,2.9452,-0.4739,46.8694,-119.6761
0.7857,2.9465,0.1277,44.1446,-120.8678
0.8153,2.9538,0.727,41.4293,-122.0494
0.8449,2.967,1.3245,38.7375,-123.2203
0.8748,2.9862,1.9197,36.082,-124.3812
0.9049,3.0114,2.5136,33.4736,-125.532
0.9353,3.0424,3.1063,30.9227,-126.6727
0.9661,3.0794,3.6971,28.4376,-127.8039
0.9974,3.1223,4.287,26.0246,-128.9262
1.0291,3.1711,4.8785,23.6895,-130.0389
1.0613,3.2257,5.466,21.4363,-131.1432
1.0942,3.2863,6.0529,19.2659,-132.2402
1.1277,3.3527,6.6447,17.1797,-133.3294
1.162,3.425,7.2302,15.1777,-134.4125
1.197,3.5029,7.7878,13.2586,-135.4894
1.2328,3.5829,7.9983,11.4223,-136.5595
1.2695,3.6629,7.9999,9.6683,-137.6224
1.3069,3.7429,7.9993,7.9956,-138.6774
1.3451,3.8229,8.0014,6.403,-139.7235
1.3841,3.9029,7.9998,4.8883,-140.7606
1.424,3.9829,7.9986,3.4482,-141.7888
1.4646,4.0629,8.0022,2.0802,-142.8069
1.506,4.1429,7.9996,0.781,-143.8154
1.5483,4.2229,7.9995,-0.453,-144.8145
1.5913,4.3029,7.9996,-1.6254,-145.804
